order_id,customer_id,order_date,ship_date,ship_mode,region_id,order_status
ORD007381,CUST00508,2023-08-22,2023-08-29,First Class,9,Cancelled
ORD007382,CUST04336,2023-05-24,2023-05-29,Standard Class,4,Cancelled
ORD007383,CUST08548,2022-02-03,2022-02-07,Same Day,1,Delivered
ORD007384,CUST00846,2023-01-25,2023-02-01,Standard Class,5,Delivered
ORD007385,CUST02456,2022-08-18,2022-08-23,Same Day,1,Cancelled
ORD007386,CUST06365,2022-03-30,2022-04-06,Second Class,2,Cancelled
ORD007387,CUST04479,2024-06-22,2024-06-26,Same Day,8,Delivered
ORD007388,CUST04890,2023-12-04,2023-12-08,Second Class,1,Delivered
ORD007389,CUST01003,2022-03-09,2022-03-15,Standard Class,1,Delivered
ORD007390,CUST02492,2022-05-09,2022-05-14,Same Day,1,Cancelled
ORD007391,CUST01932,2023-01-15,2023-01-16,Standard Class,10,Delivered
ORD007392,CUST08784,2024-02-25,2024-03-03,Same Day,1,Delivered
ORD007393,CUST05045,2022-04-21,2022-04-28,Second Class,4,Delivered
ORD007394,CUST06778,2024-04-17,2024-04-23,Second Class,5,Delivered
ORD007395,CUST05552,2024-04-01,2024-04-04,Standard Class,5,Delivered
ORD007396,CUST04810,2024-09-07,2024-09-12,Second Class,6,Delivered
ORD007397,CUST02729,2022-09-15,2022-09-16,Standard Class,4,Delivered
ORD007398,CUST07740,2022-09-24,2022-09-25,Same Day,5,Delivered
ORD007399,CUST03543,2023-12-05,2023-12-10,Second Class,6,Cancelled
ORD007400,CUST08351,2022-09-08,2022-09-14,Second Class,8,Delivered
ORD007401,CUST05616,2022-09-12,2022-09-19,Same Day,8,Delivered
ORD007402,CUST06912,2023-09-29,2023-09-30,Same Day,3,Delivered
ORD007403,CUST05335,2023-08-10,2023-08-16,First Class,9,Delivered
ORD007404,CUST01299,2024-09-09,2024-09-15,Same Day,10,Delivered
ORD007405,CUST01604,2024-05-12,2024-05-18,Same Day,6,Cancelled
ORD007406,CUST06546,2022-12-16,2022-12-22,Standard Class,5,Delivered
ORD007407,CUST00484,2024-01-20,2024-01-23,Standard Class,5,Delivered
ORD007408,CUST00198,2024-07-21,2024-07-22,First Class,1,Delivered
ORD007409,CUST03724,2024-09-20,2024-09-22,Same Day,6,Delivered
ORD007410,CUST02792,2022-07-31,2022-08-06,Same Day,2,Delivered
ORD007411,CUST08547,2022-09-03,2022-09-10,Second Class,10,Delivered
ORD007412,CUST00588,2023-11-06,2023-11-10,Standard Class,7,Delivered
ORD007413,CUST01416,2022-07-19,2022-07-23,First Class,10,Delivered
ORD007414,CUST04090,2022-12-13,2022-12-16,First Class,3,Delivered
ORD007415,CUST00225,2023-05-01,2023-05-05,First Class,3,Delivered
ORD007416,CUST09592,2024-03-05,2024-03-08,First Class,5,Delivered
ORD007417,CUST00198,2022-01-08,2022-01-13,First Class,9,Delivered
ORD007418,CUST01890,2024-11-27,2024-11-29,First Class,5,Cancelled
ORD007419,CUST08269,2023-01-23,2023-01-24,Second Class,10,Cancelled
ORD007420,CUST05553,2024-09-06,2024-09-08,Standard Class,9,Delivered
ORD007421,CUST09666,2023-02-01,2023-02-06,First Class,4,Delivered
ORD007422,CUST02923,2022-06-10,2022-06-11,Same Day,4,Cancelled
ORD007423,CUST03591,2023-08-13,2023-08-18,First Class,5,Delivered
ORD007424,CUST07331,2024-09-21,2024-09-22,First Class,6,Delivered
ORD007425,CUST08739,2024-01-11,2024-01-13,Second Class,3,Delivered
ORD007426,CUST09263,2023-07-11,2023-07-12,Standard Class,8,Delivered
ORD007427,CUST09279,2024-10-25,2024-10-31,First Class,8,Delivered
ORD007428,CUST02363,2023-03-12,2023-03-17,Same Day,8,Delivered
ORD007429,CUST05780,2022-11-22,2022-11-26,Same Day,7,Delivered
ORD007430,CUST09083,2024-08-11,2024-08-16,Standard Class,1,Delivered
ORD007431,CUST03786,2022-09-07,2022-09-13,Standard Class,5,Cancelled
ORD007432,CUST03589,2022-11-20,2022-11-25,Second Class,9,Cancelled
ORD007433,CUST05867,2023-03-20,2023-03-23,Same Day,3,Delivered
ORD007434,CUST04065,2024-02-27,2024-03-05,Same Day,3,Delivered
ORD007435,CUST09628,2024-10-26,2024-10-29,Standard Class,2,Delivered
ORD007436,CUST05916,2024-02-02,2024-02-06,Same Day,4,Cancelled
ORD007437,CUST06014,2024-12-13,2024-12-14,Standard Class,8,Delivered
ORD007438,CUST02020,2023-10-04,2023-10-05,First Class,3,Delivered
ORD007439,CUST01219,2024-08-05,2024-08-12,Same Day,2,Delivered
ORD007440,CUST03251,2022-03-21,2022-03-22,Standard Class,1,Delivered
ORD007441,CUST02190,2023-11-30,2023-12-06,Same Day,6,Delivered
ORD007442,CUST02831,2024-08-07,2024-08-13,Same Day,4,Delivered
ORD007443,CUST05012,2023-07-27,2023-08-01,Same Day,9,Delivered
ORD007444,CUST00613,2024-05-18,2024-05-25,Standard Class,3,Delivered
ORD007445,CUST05879,2024-01-26,2024-02-01,Second Class,9,Delivered
ORD007446,CUST06616,2023-08-29,2023-09-05,Standard Class,8,Delivered
ORD007447,CUST01368,2024-08-19,2024-08-20,Standard Class,4,Cancelled
ORD007448,CUST07938,2022-09-14,2022-09-15,Second Class,9,Delivered
ORD007449,CUST07105,2024-04-04,2024-04-05,Same Day,7,Delivered
ORD007450,CUST08077,2023-05-30,2023-06-04,First Class,10,Delivered
ORD007451,CUST03170,2022-06-28,2022-07-02,Second Class,3,Delivered
ORD007452,CUST02880,2022-03-01,2022-03-05,First Class,9,Delivered
ORD007453,CUST07479,2024-08-07,2024-08-09,First Class,4,Delivered
ORD007454,CUST05954,2024-11-10,2024-11-16,Same Day,10,Delivered
ORD007455,CUST08016,2022-09-19,2022-09-24,First Class,4,Delivered
ORD007456,CUST00856,2022-10-08,2022-10-15,First Class,1,Delivered
ORD007457,CUST09558,2023-08-10,2023-08-11,Standard Class,6,Delivered
ORD007458,CUST04672,2023-03-08,2023-03-14,First Class,1,Delivered
ORD007459,CUST03820,2024-07-14,2024-07-21,First Class,1,Delivered
ORD007460,CUST09311,2024-02-26,2024-03-04,Second Class,6,Delivered
ORD007461,CUST07729,2024-05-22,2024-05-23,First Class,2,Delivered
ORD007462,CUST08572,2023-06-08,2023-06-09,Second Class,3,Cancelled
ORD007463,CUST02340,2022-03-07,2022-03-08,Standard Class,4,Cancelled
ORD007464,CUST09876,2022-06-30,2022-07-02,Second Class,4,Delivered
ORD007465,CUST08272,2023-03-20,2023-03-25,Same Day,5,Delivered
ORD007466,CUST02631,2023-11-04,2023-11-05,Second Class,8,Cancelled
ORD007467,CUST07386,2022-01-06,2022-01-13,Same Day,7,Delivered
ORD007468,CUST06609,2024-07-04,2024-07-10,First Class,5,Delivered
ORD007469,CUST00616,2022-01-08,2022-01-12,Same Day,8,Delivered
ORD007470,CUST06073,2023-04-19,2023-04-25,Second Class,4,Delivered
ORD007471,CUST08965,2022-06-30,2022-07-02,First Class,2,Delivered
ORD007472,CUST07043,2024-11-06,2024-11-12,Standard Class,6,Delivered
ORD007473,CUST01233,2022-09-18,2022-09-20,Standard Class,3,Cancelled
ORD007474,CUST07374,2022-10-15,2022-10-18,First Class,9,Delivered
ORD007475,CUST08098,2024-03-20,2024-03-24,First Class,7,Delivered
ORD007476,CUST05945,2023-12-02,2023-12-03,Same Day,6,Delivered
ORD007477,CUST04170,2023-07-01,2023-07-03,Second Class,6,Delivered
ORD007478,CUST05225,2024-10-23,2024-10-25,Standard Class,9,Delivered
ORD007479,CUST05905,2022-05-09,2022-05-10,First Class,10,Delivered
ORD007480,CUST06124,2024-07-11,2024-07-17,Standard Class,5,Cancelled
ORD007481,CUST04193,2024-01-30,2024-02-01,Second Class,6,Delivered
ORD007482,CUST08211,2022-11-09,2022-11-11,Standard Class,4,Delivered
ORD007483,CUST02786,2024-05-12,2024-05-13,Same Day,5,Delivered
ORD007484,CUST09734,2023-10-23,2023-10-27,Same Day,9,Cancelled
ORD007485,CUST05647,2023-02-09,2023-02-11,Second Class,1,Delivered
ORD007486,CUST09919,2024-11-30,2024-12-05,Same Day,7,Delivered
ORD007487,CUST09816,2022-06-24,2022-06-25,Same Day,7,Delivered
ORD007488,CUST08491,2022-03-21,2022-03-23,Same Day,7,Delivered
ORD007489,CUST09106,2023-05-15,2023-05-18,Standard Class,9,Delivered
ORD007490,CUST01750,2024-08-09,2024-08-14,Same Day,3,Delivered
ORD007491,CUST06558,2023-06-28,2023-07-03,Second Class,4,Delivered
ORD007492,CUST05650,2023-12-08,2023-12-09,Standard Class,1,Delivered
ORD007493,CUST06931,2023-06-01,2023-06-05,Same Day,4,Delivered
ORD007494,CUST08862,2024-11-02,2024-11-09,Standard Class,5,Delivered
ORD007495,CUST02828,2024-12-18,2024-12-19,Same Day,3,Cancelled
ORD007496,CUST00231,2023-07-23,2023-07-27,Standard Class,2,Delivered
ORD007497,CUST07130,2022-07-02,2022-07-05,Same Day,4,Delivered
ORD007498,CUST08351,2022-05-14,2022-05-15,First Class,9,Delivered
ORD007499,CUST09952,2023-11-30,2023-12-04,Second Class,10,Delivered
ORD007500,CUST02432,2024-11-26,2024-11-27,First Class,1,Delivered
ORD007501,CUST06651,2023-08-09,2023-08-13,Same Day,10,Cancelled
ORD007502,CUST04331,2023-07-20,2023-07-25,Same Day,2,Delivered
ORD007503,CUST01869,2022-08-06,2022-08-07,First Class,6,Delivered
ORD007504,CUST01678,2024-06-26,2024-07-02,Same Day,4,Delivered
ORD007505,CUST01614,2023-07-15,2023-07-17,Standard Class,4,Cancelled
ORD007506,CUST09242,2023-10-26,2023-10-27,Second Class,2,Delivered
ORD007507,CUST01719,2024-04-21,2024-04-27,Same Day,4,Delivered
ORD007508,CUST08018,2023-12-08,2023-12-14,Standard Class,8,Cancelled
ORD007509,CUST01861,2024-06-23,2024-06-25,Same Day,7,Delivered
ORD007510,CUST01294,2022-05-01,2022-05-08,Same Day,3,Delivered
ORD007511,CUST04185,2023-12-02,2023-12-04,First Class,5,Cancelled
ORD007512,CUST08751,2024-08-26,2024-08-28,Standard Class,9,Delivered
ORD007513,CUST05256,2024-10-10,2024-10-12,First Class,7,Delivered
ORD007514,CUST08766,2024-03-13,2024-03-19,Second Class,8,Delivered
ORD007515,CUST05012,2022-02-05,2022-02-06,Standard Class,1,Delivered
ORD007516,CUST03915,2024-10-15,2024-10-16,Same Day,5,Cancelled
ORD007517,CUST07803,2023-12-23,2023-12-29,Same Day,2,Delivered
ORD007518,CUST08170,2024-01-08,2024-01-10,Second Class,4,Cancelled
ORD007519,CUST03217,2023-12-08,2023-12-11,First Class,5,Cancelled
ORD007520,CUST00918,2024-09-14,2024-09-19,Standard Class,6,Delivered
ORD007521,CUST00180,2024-06-01,2024-06-08,Same Day,5,Cancelled
ORD007522,CUST08425,2023-03-19,2023-03-22,Second Class,10,Cancelled
ORD007523,CUST09816,2023-06-29,2023-07-03,Standard Class,7,Cancelled
ORD007524,CUST01325,2023-10-24,2023-10-29,First Class,5,Delivered
ORD007525,CUST03710,2023-12-24,2023-12-25,Second Class,4,Delivered
ORD007526,CUST08356,2022-11-02,2022-11-05,Standard Class,5,Delivered
ORD007527,CUST02102,2024-09-27,2024-09-30,First Class,9,Delivered
ORD007528,CUST09855,2024-01-08,2024-01-15,Same Day,6,Delivered
ORD007529,CUST08882,2023-11-09,2023-11-15,Second Class,8,Delivered
ORD007530,CUST03023,2024-07-28,2024-08-03,Standard Class,5,Delivered
ORD007531,CUST09614,2024-06-12,2024-06-17,Second Class,10,Delivered
ORD007532,CUST01953,2022-12-10,2022-12-13,First Class,1,Delivered
ORD007533,CUST00966,2024-12-11,2024-12-16,Standard Class,7,Delivered
ORD007534,CUST00215,2024-03-19,2024-03-23,Same Day,7,Delivered
ORD007535,CUST08329,2023-07-03,2023-07-04,Second Class,9,Delivered
ORD007536,CUST00859,2023-03-18,2023-03-24,Standard Class,10,Delivered
ORD007537,CUST03790,2024-08-18,2024-08-20,First Class,3,Delivered
ORD007538,CUST00405,2023-10-12,2023-10-16,Second Class,7,Cancelled
ORD007539,CUST08873,2022-11-20,2022-11-21,Second Class,6,Cancelled
ORD007540,CUST05898,2022-06-04,2022-06-11,Same Day,8,Delivered
ORD007541,CUST05387,2022-09-09,2022-09-13,Second Class,7,Delivered
ORD007542,CUST06268,2024-06-29,2024-07-04,Standard Class,4,Cancelled
ORD007543,CUST08626,2022-08-27,2022-09-03,First Class,4,Cancelled
ORD007544,CUST09584,2022-12-06,2022-12-08,Second Class,4,Cancelled
ORD007545,CUST05505,2022-06-01,2022-06-06,Same Day,2,Cancelled
ORD007546,CUST00840,2023-03-02,2023-03-03,Second Class,1,Delivered
ORD007547,CUST04121,2024-02-16,2024-02-19,Standard Class,6,Cancelled
ORD007548,CUST05018,2024-09-20,2024-09-27,Second Class,9,Cancelled
ORD007549,CUST08785,2023-10-12,2023-10-18,Second Class,4,Delivered
ORD007550,CUST00298,2023-05-15,2023-05-21,Second Class,2,Delivered
ORD007551,CUST02532,2024-10-04,2024-10-06,Standard Class,9,Delivered
ORD007552,CUST06185,2024-04-20,2024-04-21,Second Class,3,Cancelled
ORD007553,CUST03818,2023-08-15,2023-08-19,Standard Class,2,Delivered
ORD007554,CUST02110,2024-10-31,2024-11-07,Standard Class,5,Delivered
ORD007555,CUST01042,2024-04-12,2024-04-13,Second Class,4,Cancelled
ORD007556,CUST09000,2022-12-20,2022-12-25,First Class,8,Delivered
ORD007557,CUST08908,2022-07-31,2022-08-03,Same Day,8,Delivered
ORD007558,CUST02614,2024-05-01,2024-05-04,Same Day,4,Delivered
ORD007559,CUST06660,2022-12-06,2022-12-12,Same Day,10,Delivered
ORD007560,CUST07262,2023-02-23,2023-02-25,Second Class,10,Cancelled
ORD007561,CUST02915,2024-06-08,2024-06-12,Standard Class,10,Delivered
ORD007562,CUST04617,2023-02-21,2023-02-25,Standard Class,3,Delivered
ORD007563,CUST07241,2022-05-27,2022-06-02,First Class,7,Cancelled
ORD007564,CUST05553,2023-03-14,2023-03-21,Standard Class,9,Delivered
ORD007565,CUST00163,2022-09-24,2022-09-30,First Class,8,Delivered
ORD007566,CUST09713,2022-02-15,2022-02-16,Second Class,5,Delivered
ORD007567,CUST08356,2024-07-03,2024-07-06,Second Class,5,Delivered
ORD007568,CUST03546,2023-03-13,2023-03-19,First Class,7,Cancelled
ORD007569,CUST07765,2022-10-29,2022-10-30,Standard Class,10,Delivered
ORD007570,CUST07927,2022-08-12,2022-08-15,Second Class,5,Delivered
ORD007571,CUST02837,2024-08-15,2024-08-17,Standard Class,9,Delivered
ORD007572,CUST00423,2022-01-22,2022-01-27,Standard Class,6,Delivered
ORD007573,CUST04645,2024-08-07,2024-08-14,Same Day,3,Delivered
ORD007574,CUST08789,2022-02-09,2022-02-13,Same Day,8,Delivered
ORD007575,CUST03911,2024-04-19,2024-04-22,First Class,2,Delivered
ORD007576,CUST05863,2022-12-01,2022-12-03,Second Class,1,Delivered
ORD007577,CUST06458,2022-03-27,2022-03-28,Same Day,6,Delivered
ORD007578,CUST07588,2024-01-14,2024-01-15,First Class,8,Cancelled
ORD007579,CUST04612,2022-11-23,2022-11-25,Second Class,7,Cancelled
ORD007580,CUST07180,2024-05-07,2024-05-10,First Class,7,Delivered
ORD007581,CUST03938,2022-01-16,2022-01-18,First Class,1,Delivered
ORD007582,CUST00770,2024-02-24,2024-02-29,Standard Class,6,Delivered
ORD007583,CUST06651,2024-07-06,2024-07-13,First Class,1,Cancelled
ORD007584,CUST00606,2022-03-10,2022-03-12,Same Day,6,Delivered
ORD007585,CUST03311,2024-04-16,2024-04-21,Same Day,4,Delivered
ORD007586,CUST02012,2022-12-21,2022-12-26,First Class,6,Cancelled
ORD007587,CUST04180,2024-02-11,2024-02-13,Second Class,4,Cancelled
ORD007588,CUST04010,2022-05-23,2022-05-25,Same Day,4,Delivered
ORD007589,CUST09945,2024-06-12,2024-06-13,Second Class,8,Cancelled
ORD007590,CUST01955,2022-05-07,2022-05-11,Same Day,9,Delivered
ORD007591,CUST07631,2022-06-14,2022-06-19,Standard Class,7,Cancelled
ORD007592,CUST01439,2023-02-15,2023-02-18,Standard Class,6,Delivered
ORD007593,CUST02698,2024-02-22,2024-02-26,First Class,3,Cancelled
ORD007594,CUST00570,2023-07-15,2023-07-17,Same Day,9,Delivered
ORD007595,CUST07575,2023-01-01,2023-01-07,Standard Class,8,Delivered
ORD007596,CUST05617,2023-01-29,2023-02-02,Same Day,5,Cancelled
ORD007597,CUST01843,2024-06-22,2024-06-28,First Class,4,Cancelled
ORD007598,CUST09411,2023-07-21,2023-07-26,Second Class,7,Delivered
ORD007599,CUST09797,2024-08-02,2024-08-05,Standard Class,9,Cancelled
ORD007600,CUST02549,2022-01-27,2022-01-28,First Class,2,Delivered
ORD007601,CUST06464,2022-08-16,2022-08-23,Standard Class,3,Delivered
ORD007602,CUST04295,2023-05-27,2023-05-29,First Class,2,Delivered
ORD007603,CUST02861,2022-01-03,2022-01-05,Standard Class,2,Delivered
ORD007604,CUST06738,2022-10-03,2022-10-04,Standard Class,10,Delivered
ORD007605,CUST03097,2022-11-01,2022-11-06,Same Day,1,Cancelled
ORD007606,CUST04010,2022-12-23,2022-12-27,Second Class,3,Delivered
ORD007607,CUST00854,2023-03-31,2023-04-06,Standard Class,3,Delivered
ORD007608,CUST05289,2022-12-15,2022-12-20,Second Class,2,Delivered
ORD007609,CUST00669,2023-07-03,2023-07-04,Same Day,3,Delivered
ORD007610,CUST07918,2023-07-09,2023-07-10,First Class,9,Cancelled
ORD007611,CUST06570,2022-03-31,2022-04-01,First Class,10,Delivered
ORD007612,CUST07117,2023-05-29,2023-06-02,Standard Class,3,Delivered
ORD007613,CUST06572,2022-12-25,2022-12-29,Standard Class,5,Delivered
ORD007614,CUST09143,2022-04-06,2022-04-12,Second Class,1,Delivered
ORD007615,CUST02170,2024-06-05,2024-06-11,Same Day,9,Delivered
ORD007616,CUST05430,2024-10-02,2024-10-04,Second Class,10,Delivered
ORD007617,CUST05183,2024-09-30,2024-10-03,Second Class,8,Delivered
ORD007618,CUST03055,2022-04-18,2022-04-19,Same Day,9,Delivered
ORD007619,CUST08787,2022-03-15,2022-03-22,First Class,7,Delivered
ORD007620,CUST00155,2023-02-11,2023-02-13,Same Day,6,Delivered
ORD007621,CUST04320,2022-08-29,2022-08-31,Second Class,9,Delivered
ORD007622,CUST00811,2024-07-09,2024-07-14,Same Day,6,Delivered
ORD007623,CUST03898,2023-11-22,2023-11-26,First Class,9,Delivered
ORD007624,CUST03560,2023-07-13,2023-07-14,Second Class,4,Cancelled
ORD007625,CUST06830,2024-02-20,2024-02-21,Second Class,6,Delivered
ORD007626,CUST09046,2023-04-03,2023-04-04,Standard Class,10,Cancelled
ORD007627,CUST03152,2023-03-22,2023-03-28,First Class,10,Delivered
ORD007628,CUST00247,2023-11-14,2023-11-16,First Class,6,Delivered
ORD007629,CUST00973,2023-07-28,2023-07-30,First Class,3,Cancelled
ORD007630,CUST08493,2024-10-04,2024-10-06,Standard Class,8,Cancelled
ORD007631,CUST01974,2022-08-21,2022-08-23,Same Day,7,Delivered
ORD007632,CUST00686,2023-11-24,2023-11-27,Standard Class,3,Delivered
ORD007633,CUST02600,2022-01-18,2022-01-24,Same Day,8,Cancelled
ORD007634,CUST02575,2024-01-07,2024-01-08,Same Day,1,Delivered
ORD007635,CUST02619,2024-09-28,2024-09-29,Same Day,4,Delivered
ORD007636,CUST03006,2023-04-22,2023-04-27,Standard Class,1,Delivered
ORD007637,CUST09628,2022-03-19,2022-03-21,Standard Class,2,Delivered
ORD007638,CUST00803,2022-05-06,2022-05-11,Standard Class,10,Delivered
ORD007639,CUST00061,2022-12-11,2022-12-12,Second Class,9,Cancelled
ORD007640,CUST05477,2024-11-13,2024-11-14,Standard Class,5,Delivered
ORD007641,CUST09512,2024-08-11,2024-08-16,Second Class,7,Delivered
ORD007642,CUST01287,2023-08-08,2023-08-09,Same Day,3,Delivered
ORD007643,CUST05818,2022-10-13,2022-10-18,First Class,6,Delivered
ORD007644,CUST00810,2024-11-10,2024-11-14,Same Day,10,Delivered
ORD007645,CUST04958,2023-10-12,2023-10-18,Second Class,3,Delivered
ORD007646,CUST03265,2024-01-07,2024-01-12,Second Class,9,Delivered
ORD007647,CUST06142,2024-08-19,2024-08-20,Same Day,6,Delivered
ORD007648,CUST09995,2023-06-06,2023-06-13,Same Day,4,Delivered
ORD007649,CUST02467,2023-06-28,2023-07-05,First Class,7,Cancelled
ORD007650,CUST07952,2022-04-29,2022-05-02,Second Class,10,Delivered
ORD007651,CUST02520,2024-11-11,2024-11-14,Second Class,1,Delivered
ORD007652,CUST04783,2022-01-30,2022-01-31,Second Class,2,Delivered
ORD007653,CUST00993,2022-05-19,2022-05-23,Same Day,1,Cancelled
ORD007654,CUST00737,2024-07-29,2024-08-04,First Class,4,Delivered
ORD007655,CUST01791,2022-11-25,2022-11-28,Second Class,6,Delivered
ORD007656,CUST00219,2024-10-28,2024-11-03,First Class,5,Delivered
ORD007657,CUST05734,2023-02-24,2023-02-26,Same Day,5,Delivered
ORD007658,CUST09011,2023-12-31,2024-01-01,Standard Class,4,Delivered
ORD007659,CUST08884,2022-12-29,2023-01-04,Standard Class,6,Delivered
ORD007660,CUST03949,2023-07-27,2023-07-31,Standard Class,6,Delivered
ORD007661,CUST09482,2024-08-08,2024-08-13,Standard Class,6,Delivered
ORD007662,CUST09047,2024-10-09,2024-10-11,Same Day,7,Delivered
ORD007663,CUST01677,2022-07-23,2022-07-28,Same Day,3,Delivered
ORD007664,CUST03257,2024-03-05,2024-03-06,Same Day,3,Delivered
ORD007665,CUST04784,2023-04-25,2023-05-01,Standard Class,10,Delivered
ORD007666,CUST03263,2024-08-06,2024-08-12,First Class,10,Delivered
ORD007667,CUST05907,2022-11-08,2022-11-13,First Class,5,Delivered
ORD007668,CUST05241,2023-11-18,2023-11-24,First Class,7,Delivered
ORD007669,CUST09074,2022-10-14,2022-10-15,Second Class,8,Delivered
ORD007670,CUST06402,2022-01-21,2022-01-28,Second Class,7,Cancelled
ORD007671,CUST00704,2022-07-14,2022-07-21,First Class,5,Cancelled
ORD007672,CUST08001,2024-05-07,2024-05-08,Same Day,10,Cancelled
ORD007673,CUST06777,2022-11-19,2022-11-24,Same Day,5,Delivered
ORD007674,CUST09054,2023-04-20,2023-04-22,First Class,3,Delivered
ORD007675,CUST05028,2024-11-14,2024-11-15,Same Day,3,Delivered
ORD007676,CUST05272,2022-12-08,2022-12-11,Standard Class,4,Delivered
ORD007677,CUST09898,2023-11-02,2023-11-04,First Class,4,Delivered
ORD007678,CUST03475,2023-02-03,2023-02-04,First Class,3,Delivered
ORD007679,CUST08296,2023-09-12,2023-09-18,First Class,8,Delivered
ORD007680,CUST04383,2022-06-05,2022-06-09,Second Class,2,Delivered
ORD007681,CUST01288,2024-04-20,2024-04-22,Same Day,4,Delivered
ORD007682,CUST07404,2023-09-04,2023-09-07,Second Class,7,Delivered
ORD007683,CUST05302,2023-09-10,2023-09-12,Same Day,7,Delivered
ORD007684,CUST04317,2022-08-29,2022-09-03,Same Day,2,Delivered
ORD007685,CUST08822,2024-05-17,2024-05-18,Standard Class,1,Cancelled
ORD007686,CUST05519,2023-09-02,2023-09-08,Second Class,6,Delivered
ORD007687,CUST05406,2024-04-07,2024-04-08,Standard Class,9,Delivered
ORD007688,CUST01514,2023-10-31,2023-11-01,Standard Class,9,Delivered
ORD007689,CUST06574,2023-02-03,2023-02-04,Standard Class,6,Delivered
ORD007690,CUST00994,2024-09-06,2024-09-07,First Class,8,Cancelled
ORD007691,CUST07563,2022-05-05,2022-05-07,Standard Class,4,Delivered
ORD007692,CUST09599,2022-06-30,2022-07-07,First Class,3,Cancelled
ORD007693,CUST01001,2022-06-07,2022-06-08,Second Class,7,Cancelled
ORD007694,CUST07113,2024-06-01,2024-06-02,Second Class,3,Cancelled
ORD007695,CUST01069,2024-12-08,2024-12-13,First Class,10,Delivered
ORD007696,CUST01007,2023-11-21,2023-11-25,Same Day,10,Delivered
ORD007697,CUST09698,2023-10-26,2023-11-01,Standard Class,6,Delivered
ORD007698,CUST07767,2023-06-30,2023-07-02,First Class,1,Delivered
ORD007699,CUST01708,2022-07-28,2022-08-01,First Class,4,Cancelled
ORD007700,CUST03628,2023-06-09,2023-06-12,Standard Class,7,Delivered
ORD007701,CUST00428,2023-03-29,2023-03-30,Second Class,1,Delivered
ORD007702,CUST05749,2023-09-23,2023-09-29,Second Class,1,Delivered
ORD007703,CUST00055,2023-02-20,2023-02-23,Same Day,9,Delivered
ORD007704,CUST04743,2022-05-17,2022-05-18,Same Day,4,Cancelled
ORD007705,CUST08878,2024-10-11,2024-10-15,First Class,5,Delivered
ORD007706,CUST02464,2022-05-15,2022-05-21,Standard Class,10,Delivered
ORD007707,CUST00839,2024-09-16,2024-09-23,Same Day,3,Delivered
ORD007708,CUST08890,2022-08-16,2022-08-20,First Class,3,Cancelled
ORD007709,CUST02476,2022-01-08,2022-01-10,Standard Class,1,Delivered
ORD007710,CUST01858,2022-02-14,2022-02-16,First Class,5,Delivered
ORD007711,CUST05102,2023-12-22,2023-12-27,Second Class,9,Delivered
ORD007712,CUST02333,2022-07-28,2022-07-29,Standard Class,1,Delivered
ORD007713,CUST00218,2024-10-06,2024-10-13,Standard Class,3,Delivered
ORD007714,CUST03236,2023-07-29,2023-07-31,Same Day,1,Delivered
ORD007715,CUST08028,2023-10-16,2023-10-20,Second Class,3,Delivered
ORD007716,CUST01695,2022-09-09,2022-09-13,Second Class,4,Delivered
ORD007717,CUST05297,2022-04-18,2022-04-23,First Class,5,Delivered
ORD007718,CUST03757,2023-02-04,2023-02-07,Same Day,9,Cancelled
ORD007719,CUST09017,2022-08-05,2022-08-08,Standard Class,4,Delivered
ORD007720,CUST06709,2024-03-14,2024-03-21,First Class,7,Delivered
ORD007721,CUST00444,2022-02-10,2022-02-16,Standard Class,4,Cancelled
ORD007722,CUST05429,2023-10-18,2023-10-24,Same Day,8,Cancelled
ORD007723,CUST04357,2022-06-14,2022-06-16,Second Class,9,Delivered
ORD007724,CUST04483,2023-04-19,2023-04-21,First Class,4,Delivered
ORD007725,CUST01477,2023-05-30,2023-06-03,First Class,3,Cancelled
ORD007726,CUST00188,2022-09-30,2022-10-06,First Class,2,Delivered
ORD007727,CUST01604,2024-01-01,2024-01-04,First Class,10,Delivered
ORD007728,CUST01458,2024-05-20,2024-05-21,Standard Class,3,Delivered
ORD007729,CUST06741,2022-10-29,2022-11-01,Standard Class,10,Cancelled
ORD007730,CUST02205,2022-12-21,2022-12-23,Same Day,9,Cancelled
ORD007731,CUST01466,2022-10-19,2022-10-22,Second Class,8,Cancelled
ORD007732,CUST06491,2022-10-20,2022-10-24,Standard Class,6,Delivered
ORD007733,CUST00183,2024-01-03,2024-01-08,First Class,9,Delivered
ORD007734,CUST03547,2022-08-09,2022-08-10,First Class,5,Cancelled
ORD007735,CUST00942,2023-07-01,2023-07-03,Same Day,5,Delivered
ORD007736,CUST07773,2022-04-07,2022-04-12,Same Day,9,Delivered
ORD007737,CUST08399,2022-10-25,2022-10-29,Standard Class,2,Delivered
ORD007738,CUST09264,2022-10-28,2022-11-01,First Class,2,Delivered
ORD007739,CUST09935,2024-05-09,2024-05-11,First Class,5,Delivered
ORD007740,CUST02841,2022-02-23,2022-02-26,Standard Class,4,Delivered
ORD007741,CUST05527,2024-05-14,2024-05-20,Same Day,2,Delivered
ORD007742,CUST03399,2024-10-18,2024-10-21,Second Class,5,Delivered
ORD007743,CUST03217,2022-02-09,2022-02-10,Same Day,1,Delivered
ORD007744,CUST04240,2023-08-27,2023-08-31,Second Class,2,Delivered
ORD007745,CUST04302,2022-12-28,2022-12-31,Second Class,8,Delivered
